Kutle_kg,Hiz_m_s,Kinetik_Enerji_Joule
692.38,5.04,8793.78
207.05,19.62,39851.37
392.47,12.27,29543.75
895.78,15.87,112804.19
205.11,1.71,299.88
508.3,3.67,3423.12
419.85,15.17,48309.81
19.11,0.44,1.85
792.97,16.34,105859.75
69.98,0.28,2.74
474.78,13.14,40987.66
561.12,7.3,14951.04
628.8,12.23,47025.72
688.94,13.92,66746.71
254.02,6.85,5959.63
10.97,2.16,25.59
723.72,1.39,699.15
536.12,11.78,37198.26
836.28,10.41,45313.04
821.57,14.84,90465.37
843.48,10.19,43791.84
485.61,8.45,17336.88
334.29,7.96,10590.57
791.77,0.53,111.2
451.84,6.71,10171.84
184.26,19.52,35104.33
855.12,17.47,130491.7
882.68,6.59,19166.56
466.84,11.76,32281.43
76.62,16.95,11006.56
388.44,8.83,15143.12
803.73,0.36,52.08
901.87,1.49,1001.12
204.27,10.21,10646.97
67.91,19.39,12766.13
877.47,13.86,84280.82
390.02,1.42,393.22
542.22,3.79,3894.25
968.1,15.43,115245.0
67.5,16.83,9559.65
648.67,12.35,49468.39
75.03,12.89,6233.2
376.09,0.57,61.1
804.01,16.57,110376.46
434.04,15.77,53971.33
997.19,5.18,13378.5
559.5,14.17,56170.69
321.84,4.3,2975.41
220.89,0.81,72.46
351.17,4.02,2837.52
373.16,3.57,2377.94
69.64,6.75,1586.49
370.2,8.37,12967.53
464.77,10.17,24035.32
723.02,9.54,32901.6
657.07,5.41,9615.6
709.06,0.58,119.26
9.36,12.1,685.2
218.45,7.91,6834.0
662.02,5.97,11797.49
484.51,17.34,72840.17
6.31,14.93,703.26
804.69,17.16,118476.76
773.04,9.9,37882.83
548.87,2.62,1883.83
67.4,13.92,6529.93
766.75,4.12,6507.56
584.13,8.82,22720.44
782.18,1.3,660.94
752.0,16.51,102490.12
803.2,2.52,2550.32
518.49,18.06,84556.28
141.18,17.28,21078.06
671.49,9.29,28976.17
620.85,14.89,68824.98
742.51,12.39,56992.13
170.71,16.06,22015.07
195.78,8.64,7307.45
890.52,15.72,110031.94
750.23,9.25,32095.78
908.32,18.82,160860.02
758.96,9.73,35926.47
597.56,9.25,25564.36
654.48,15.7,80661.39
889.24,16.43,120022.9
579.23,11.09,35619.2
632.76,3.6,4100.28
157.32,9.36,6891.37
474.45,19.36,88914.21
716.68,15.06,81272.8
271.67,16.22,35736.61
203.05,0.66,44.22
314.51,9.36,13777.05
242.26,12.93,20251.11
215.7,16.6,29719.15
425.43,0.99,208.48
907.93,17.05,131968.76
507.55,10.97,30539.51
188.73,3.95,1472.33
77.89,6.35,1570.36
696.46,5.64,11077.06
383.42,10.62,21621.9
822.01,1.03,436.04
659.85,3.17,3315.38
796.45,16.25,105156.29
272.67,2.65,957.41
692.67,4.67,7553.19
264.8,9.07,10891.87
939.13,10.34,50203.82
636.74,15.27,74235.26
325.19,8.95,13024.27
270.24,15.8,33731.36
191.74,12.37,14669.73
694.95,2.26,1774.76
219.5,3.13,1075.21
595.71,8.74,22752.43
265.37,7.94,8364.94
662.31,14.87,73223.97
815.12,11.61,54935.87
778.25,7.76,23432.17
761.09,3.42,4451.01
188.53,4.54,1942.95
89.3,11.51,5915.24
699.25,8.47,25082.41
368.98,10.3,19572.54
432.91,3.41,2516.96
32.12,13.26,2823.79
260.32,17.05,37837.84
34.64,5.16,461.16
879.31,9.83,42483.38
244.15,19.51,46466.64
557.78,6.66,12370.33
39.94,11.9,2827.95
667.18,1.8,1080.83
323.7,12.12,23774.86
898.02,1.79,1438.67
888.23,19.18,163377.65
325.97,14.31,33375.43
901.06,15.76,111901.56
996.16,14.08,98742.57
825.59,11.79,57380.2
845.03,9.0,34223.71
249.76,17.17,36815.74
577.13,19.14,105712.79
68.19,9.98,3395.88
95.82,18.63,16628.45
998.89,11.67,68018.87
327.31,10.77,18982.82
748.44,9.09,30921.09
806.86,4.19,7082.66
858.17,0.07,2.1
997.63,4.83,11636.81
242.25,10.19,12577.15
41.31,7.6,1193.03
411.78,8.97,16566.09
130.95,19.61,25178.55
23.4,7.01,574.94
361.07,9.04,14753.61
783.95,2.67,2794.35
566.61,0.96,261.09
313.47,15.51,37704.19
654.69,11.41,42616.42
232.79,15.21,26927.3
15.37,3.0,69.16
764.59,11.44,50032.32
624.12,5.07,8021.47
762.54,4.56,7927.98
39.9,0.23,1.06
837.28,2.61,2851.82
619.91,6.19,11876.27
563.83,2.34,1543.65
624.99,19.72,121522.56
864.57,6.17,16456.61
587.35,2.61,2000.54
581.37,3.98,4604.57
990.69,11.75,68388.57
756.97,1.28,620.11
442.85,17.25,65887.78
707.69,19.23,130849.37
389.84,4.93,4737.51
229.65,9.0,9300.83
597.26,0.44,57.81
928.25,12.81,76161.1
929.21,8.28,31852.58
342.56,5.4,4994.52
528.15,4.14,4526.14
212.42,13.08,18171.09
995.64,8.32,34460.3
981.14,3.59,6322.52
649.86,13.78,61700.44
804.61,11.3,51370.33
715.39,17.17,105451.67
593.57,2.35,1639.0
54.29,15.71,6699.5
455.31,13.47,41305.93
675.11,2.3,1785.67
677.85,13.9,65483.7
373.75,8.83,14570.44
941.75,18.9,168201.26
168.19,2.83,673.51
500.86,12.86,41416.01
691.19,7.64,20172.24
697.44,19.14,127749.95
648.99,6.6,14135.0
276.01,19.24,51086.36
157.05,18.03,25526.98
636.3,5.41,9311.65
599.7,16.07,77434.73
180.18,19.91,35712.41
705.43,5.05,8995.11
455.72,8.74,17405.68
668.09,10.4,36130.31
837.53,5.9,14577.21
170.56,0.31,8.2
20.13,4.4,194.86
779.32,5.64,12394.93
610.09,8.87,23999.99
699.94,3.42,4093.39
838.32,17.47,127928.01
803.01,14.1,79823.21
960.96,1.7,1388.59
536.4,13.0,45325.8
489.01,13.07,41767.54
402.49,19.12,73570.02
154.54,0.06,0.28
573.03,4.96,7048.73
277.74,18.56,47837.05
921.39,18.64,160068.29
583.61,14.41,60592.75
593.25,15.32,69618.6
355.57,1.83,595.38
52.94,10.28,2797.31
32.71,4.63,350.6
423.91,3.62,2777.54
85.48,16.21,11230.54
607.24,2.7,2213.39
881.09,9.37,38678.49
883.03,18.77,155551.43
659.39,3.72,4562.45
212.02,19.56,40558.75
863.13,19.89,170732.34
886.21,11.11,54693.38
197.46,3.4,1141.32
737.69,6.32,14732.55
287.23,8.49,10351.78
802.84,6.19,15380.85
997.24,5.61,15692.62
31.0,19.44,5857.66
897.47,3.07,4229.28
623.01,14.67,67038.65
973.41,0.01,0.05
465.54,11.92,33073.45
847.54,18.32,142226.7
63.33,5.76,1050.57
335.94,3.71,2311.96
67.95,13.03,5768.31
975.37,14.25,99030.54
817.16,13.76,77359.56
852.69,6.39,17408.56
938.03,5.04,11913.73
86.02,19.12,15723.35
386.21,18.47,65876.01
71.96,9.15,3012.34
211.58,16.92,30286.24
230.14,9.05,9424.52
469.64,8.49,16925.85
269.29,3.14,1327.55
101.88,8.53,3706.44
168.32,10.75,9725.74
148.13,0.45,15.0
973.1,8.88,38366.61
759.53,15.63,92775.41
967.79,13.6,89501.22
440.3,12.7,35507.99
279.09,18.19,46172.11
798.49,0.36,51.74
326.93,11.14,20285.94
300.08,15.75,37219.3
233.27,10.83,13679.99
130.55,6.48,2740.92
257.21,2.73,958.48
355.96,17.75,56074.82
674.32,9.42,29918.36
63.5,17.56,9790.23
211.3,11.72,14511.91
809.21,13.48,73520.94
147.78,16.09,19129.24
343.3,13.18,29817.73
864.79,7.96,27397.24
155.77,10.27,8214.76
83.65,16.06,10787.65
485.05,7.47,13533.11
303.12,7.76,9126.58
563.84,1.91,1028.47
804.0,18.29,134478.69
138.01,1.82,228.57
581.12,12.96,48802.92
506.0,8.26,17261.58
144.93,8.11,4766.18
624.37,13.59,57656.85
274.37,1.34,246.33
488.35,11.87,34403.5
83.19,15.44,9915.98
460.12,16.56,63090.18
307.16,3.41,1785.84
822.56,17.95,132515.44
57.92,13.12,4985.01
419.19,17.64,65219.59
458.97,9.71,21636.79
725.28,10.84,42612.23
574.71,18.38,97075.53
667.55,18.0,108143.1
777.27,8.96,31200.24
862.34,5.49,12995.51
314.56,7.86,9716.7
538.48,7.76,16212.99
840.27,5.74,13842.44
989.46,5.37,14266.48
889.63,17.22,131900.28
372.1,1.4,364.66
195.97,13.55,17990.29
489.9,3.46,2932.44
741.9,6.89,17609.78
493.08,1.23,372.99
483.7,5.4,7052.35
838.39,15.37,99029.33
362.04,17.7,56711.76
859.93,4.43,8438.02
407.4,9.27,17504.53
328.9,9.41,14561.74
454.54,17.47,69363.01
762.68,15.26,88801.73
126.88,10.26,6678.18
197.22,13.41,17732.85
951.49,16.95,136682.73
176.32,0.19,3.18
568.16,8.06,18454.86
579.74,18.14,95384.51
490.13,14.81,53751.6
645.1,10.86,38041.42
230.6,10.59,12930.68
553.11,6.96,13396.77
372.8,10.41,20199.81
662.01,13.11,56890.52
142.08,8.37,4976.84
571.31,14.28,58250.31
186.09,17.22,27590.48
279.36,3.09,1333.68
219.49,9.03,8948.71
183.65,8.16,6114.22
825.89,13.75,78072.41
286.42,5.0,3580.25
927.2,12.81,76074.95
969.96,17.55,149375.05
571.69,8.36,19977.59
143.86,18.22,23878.49
375.17,19.86,73987.2
797.93,2.12,1793.11
368.02,4.66,3995.89
87.93,19.01,15888.08
557.23,19.17,102387.92
845.28,1.95,1607.09
796.13,0.3,35.83
175.95,3.22,912.16
673.09,19.92,133543.21
221.28,3.6,1433.89
218.99,10.05,11059.27
874.2,16.97,125876.45
250.42,0.41,21.05
263.98,12.09,19292.73
1.65,5.54,25.32
870.8,17.25,129558.71
792.8,5.67,12743.82
627.7,13.74,59250.99
750.52,13.48,68188.64
152.9,4.43,1500.32
458.87,0.7,112.42
351.87,8.18,11772.23
94.68,5.78,1581.55
486.64,16.18,63699.33
920.82,16.01,118012.34
41.02,9.14,1713.4
292.17,12.13,21494.49
208.33,12.09,15225.6
238.91,16.54,32679.5
908.53,8.5,32820.65
468.6,5.51,7113.37
466.83,5.3,6556.63
760.82,10.72,43716.11
155.34,8.98,6263.34
487.78,8.8,18886.84
430.56,1.82,713.09
597.31,14.37,61671.33
999.56,4.27,9112.44
769.68,3.94,5974.1
398.47,8.26,13593.33
827.73,4.56,8605.74
171.54,11.68,11700.95
31.43,7.43,867.55
205.24,8.98,8275.32
341.07,10.74,19670.8
511.07,4.07,4232.91
615.51,3.12,2995.81
910.7,17.61,141209.54
510.34,8.67,19180.85
501.77,8.24,17034.49
51.19,0.71,12.9
35.88,9.96,1779.68
551.61,11.08,33859.59
438.74,11.18,27419.58
839.34,14.14,83908.65
161.52,3.55,1017.78
25.95,5.04,329.59
449.59,16.21,59068.06
238.24,18.94,42731.16
50.56,2.72,187.03
724.87,9.95,35881.97
112.48,4.28,1030.23
608.71,1.2,438.27
281.77,6.51,5970.72
174.32,2.87,717.93
380.37,14.2,38348.9
801.64,10.67,45632.92
392.7,2.88,1628.61
751.02,0.18,12.17
126.36,16.16,16499.18
773.0,3.52,4788.89
237.7,12.12,17458.4
677.72,6.74,15393.6
566.22,11.71,38821.2
929.22,6.31,18498.96
387.94,1.74,587.26
67.1,4.46,667.36
20.14,3.76,142.37
827.03,8.56,30299.73
525.21,13.17,45548.55
775.47,5.28,10809.43
235.19,0.24,6.77
345.74,10.38,18625.77
31.07,12.12,2282.0
961.53,19.26,178338.62
668.2,11.79,46441.27
933.27,9.42,41407.51
266.23,11.47,17512.73
611.85,18.56,105383.09
678.82,16.57,93190.07
318.23,6.46,6640.12
848.26,4.75,9569.43
947.21,5.25,13053.74
884.97,10.09,45048.56
739.33,14.88,81849.15
278.19,10.06,14076.91
282.33,1.36,261.1
963.4,14.47,100858.78
11.27,16.12,1464.28
716.33,5.79,12007.16
706.54,13.28,62302.13
623.07,8.53,22667.57
990.12,17.78,156502.53
312.57,16.9,44636.56
340.63,10.51,18813.01
79.86,13.83,7637.37
443.36,17.67,69214.9
261.79,9.91,12854.95
344.04,6.27,6762.61
834.74,15.07,94786.77
935.55,4.4,9056.12
186.55,7.77,5631.28
373.14,17.31,55903.11
928.7,14.49,97494.97
62.75,8.08,2048.36
93.27,4.29,858.28
163.63,7.12,4147.56
595.62,5.68,9608.07
151.32,3.52,937.46
968.11,14.87,107032.74
447.27,5.04,5680.69
502.02,9.08,20694.87
247.41,7.72,7372.62
471.49,19.64,90933.82
662.25,7.82,20249.09
751.43,1.6,961.83
754.11,1.8,1221.66
578.31,11.82,40398.54
904.46,11.99,65012.63
817.59,8.38,28707.38
757.29,8.64,28265.7
56.55,1.08,32.98
7.87,10.33,419.9
213.23,10.09,10854.27
663.86,2.99,2967.49
411.79,2.08,890.78
403.0,2.47,1229.33
884.7,2.02,1804.96
895.67,12.19,66546.53
909.27,3.93,7021.79
314.56,5.03,3979.33
691.36,3.47,4162.3
272.36,19.16,49992.44
191.42,17.09,27953.84
185.45,4.61,1970.6
342.77,6.55,7352.84
430.53,4.2,3797.27
831.12,9.84,40236.85
120.77,0.39,9.18
735.19,13.43,66301.24
531.92,10.46,29099.11
288.66,17.97,46607.17
493.33,3.29,2669.93
300.64,16.08,38867.7
596.49,15.84,74831.34
434.41,2.54,1401.32
165.24,7.97,5248.1
117.47,3.4,678.98
547.15,5.09,7087.81
902.51,5.26,12485.14
344.61,11.12,21306.27
733.27,8.23,24833.25
659.0,18.95,118324.27
931.62,2.53,2981.6
821.16,19.47,155643.04
567.04,4.61,6025.4
657.37,15.46,78559.53
898.49,6.78,20651.07
400.12,2.86,1636.41
327.47,17.16,48214.33
11.8,6.18,225.34
826.72,13.18,71805.76
801.18,11.33,51423.3
105.35,9.44,4694.06
577.28,9.92,28404.02
464.52,14.64,49780.19
119.59,1.76,185.22
980.59,13.36,87512.56
215.48,17.92,34598.16
68.17,1.16,45.86
595.25,2.81,2350.08
739.13,14.33,75889.77
33.41,8.75,1278.98
659.06,8.07,21460.61
532.76,2.74,1999.87
104.16,10.14,5354.84
173.35,2.53,554.8
568.41,9.53,25811.75
297.06,15.27,34633.17
938.38,5.17,12540.93
818.92,9.62,37893.23
983.58,19.84,193581.13
260.41,13.73,24545.32
969.75,16.83,137340.31
431.8,8.3,14873.35
348.17,15.36,41071.8
51.3,0.81,16.83
53.71,2.46,162.52
692.32,4.06,5705.96
458.47,8.04,14818.12
227.3,16.91,32498.0
614.36,6.93,14752.29
253.61,13.09,21727.8
578.05,14.19,58196.95
359.85,11.72,24714.21
823.73,7.14,20996.71
820.88,11.54,54658.95
477.87,6.85,11211.43
351.47,1.68,495.99
363.2,19.86,71626.6
805.91,2.54,2599.7
328.85,1.45,345.7
209.85,17.57,32390.86
85.6,6.04,1561.41
467.23,13.01,39541.7
482.65,6.58,10448.5
841.07,7.83,25782.54
222.02,5.24,3048.07
381.61,6.86,8979.21
808.6,8.21,27251.48
823.8,14.41,85530.25
385.23,10.23,20157.72
459.66,18.87,81837.15
303.98,0.84,107.24
932.62,10.06,47192.25
119.53,11.68,8153.28
933.82,18.4,158077.05
684.18,0.98,328.54
532.04,11.47,34997.83
33.63,17.07,4899.64
476.12,4.84,5576.7
408.34,17.53,62741.62
162.06,0.38,11.7
656.75,14.65,70476.66
971.18,18.66,169080.3
562.63,13.14,48571.74
715.04,8.78,27560.64
69.38,0.9,28.1
418.25,18.4,70801.36
117.24,9.41,5190.69
613.18,0.58,103.14
938.54,13.8,89367.78
662.12,9.64,30765.27
77.73,2.49,240.97
355.31,4.29,3269.58
551.11,1.29,458.55
403.8,11.49,26654.86
833.81,12.44,64517.55
814.86,10.11,41644.28
612.22,16.34,81730.02
374.08,17.22,55462.67
256.08,12.31,19402.68
106.77,0.26,3.61
355.54,13.9,34346.94
413.76,8.36,14458.76
676.15,11.31,43245.24
658.5,12.98,55472.17
71.04,7.0,1740.48
395.86,18.34,66574.86
182.6,2.68,655.75
157.66,13.43,14218.17
827.47,0.09,3.35
42.87,18.49,7328.2
419.76,2.25,1062.52
169.04,1.9,305.12
879.45,6.66,19504.27
557.48,7.47,15553.94
232.15,4.29,2136.26
502.92,11.7,34422.36
731.75,8.86,28721.04
958.16,0.68,221.53
221.23,6.39,4516.64
886.3,16.21,116443.91
934.37,13.79,88841.82
916.5,14.5,96347.06
635.78,13.96,61950.91
630.19,6.22,12190.52
403.81,1.99,799.56
752.65,5.45,11177.79
531.76,16.64,73619.41
677.76,19.61,130317.02
429.03,9.88,20939.75
731.76,0.19,13.21
824.65,2.8,3232.63
147.29,6.44,3054.32
833.1,11.57,55761.42
540.76,1.5,608.36
844.82,18.87,150410.44
431.87,7.3,11507.18
379.66,18.25,63225.25
915.15,15.61,111498.26
251.92,15.11,28758.19
844.37,12.13,62118.99
484.54,12.54,38097.35
514.58,12.76,41891.34
309.16,12.57,24424.4
573.47,11.07,35137.91
325.89,19.73,63430.07
40.23,14.65,4317.13
272.73,15.54,32931.0
7.37,17.45,1122.09
978.38,4.31,9087.24
965.78,1.68,1362.91
395.76,9.66,18465.29
728.64,10.28,38500.75
346.46,16.58,47620.3
671.42,8.88,26472.21
805.62,11.42,52533.03
946.81,10.54,52591.32
400.81,0.76,115.75
783.51,12.3,59268.61
266.66,16.56,36563.57
990.34,3.15,4913.32
26.74,11.89,1890.14
603.93,11.87,42545.93
659.85,3.28,3549.47
688.36,2.47,2099.81
121.27,19.6,23293.54
938.59,7.87,29066.68
182.0,4.55,1883.93
623.13,3.43,3665.53
223.45,13.35,19911.91
307.91,12.19,22877.11
546.91,12.87,45294.24
417.78,1.76,647.06
161.07,17.87,25717.8
171.77,7.79,5211.85
418.73,6.27,8230.75
757.53,9.25,32408.08
898.07,7.8,27319.29
85.04,17.27,12681.71
393.71,18.59,68030.75
101.15,6.07,1863.43
17.58,17.28,2624.68
662.06,15.63,80869.6
602.85,18.62,104505.37
163.86,4.92,1983.23
234.58,11.54,15619.7
24.68,5.49,371.93
835.11,16.48,113403.93
974.72,0.11,5.9
136.32,11.3,8703.35
232.24,6.78,5337.85
868.54,6.45,18066.72
926.54,12.9,77092.76
420.21,17.03,60934.84
51.57,12.18,3825.27
40.35,17.06,5871.8
574.38,5.29,8036.75
393.5,10.39,21239.58
29.62,9.01,1202.28
583.67,0.23,15.44
12.29,11.14,762.59
787.58,13.23,68926.21
307.13,11.84,21527.6
41.22,14.73,4471.81
588.76,11.43,38459.25
398.29,1.34,357.58
973.83,2.33,2643.41
544.65,11.93,38758.63
275.96,5.5,4173.89
709.73,1.59,897.13
272.22,8.59,10043.3
904.34,11.09,55611.53
375.35,6.57,8100.97
550.32,14.41,57136.45
51.52,12.88,4273.44
426.7,6.66,9463.27
832.53,15.1,94912.58
805.84,12.97,67779.57
225.09,12.75,18295.6
226.85,11.07,13899.66
817.49,0.23,21.62
930.47,13.93,90276.48
96.27,7.52,2722.05
450.61,18.85,80055.94
338.12,16.36,45248.84
870.82,11.75,60113.79
84.44,5.04,1072.46
211.91,4.07,1755.13
752.72,6.81,17454.11
52.24,9.53,2372.24
493.04,5.92,8639.64
442.66,10.3,23480.9
335.07,3.31,1835.53
395.18,19.55,75519.39
530.41,2.16,1237.34
162.21,18.64,28179.9
572.42,18.27,95534.87
805.63,10.51,44494.99
760.4,14.5,79937.05
154.75,8.72,5883.47
150.1,12.6,11914.94
268.91,6.81,6235.5
361.71,6.02,6554.26
409.05,11.56,27331.41
680.02,9.96,33729.54
57.62,11.59,3869.99
35.64,5.73,585.08
392.52,7.34,10573.63
697.47,1.68,984.27
194.24,1.05,107.07
641.86,5.07,8249.47
260.57,1.48,285.38
886.2,2.08,1917.03
895.79,16.26,118417.88
297.99,0.78,90.65
230.76,13.18,20042.94
411.89,5.45,6117.08
241.29,17.43,36652.54
672.71,9.7,31647.64
826.24,6.11,15422.64
673.42,10.35,36069.22
824.53,7.64,24063.74
397.6,11.29,25339.86
157.16,2.29,412.08
738.21,19.94,146757.48
361.11,8.51,13075.81
671.6,6.96,16266.69
271.37,14.2,27359.52
82.15,7.28,2176.91
992.59,16.67,137914.87
157.05,9.09,6488.37
988.43,14.39,102338.14
977.3,2.15,2258.78
794.02,16.92,113658.56
659.76,14.71,71380.79
578.23,4.23,5173.11
866.24,2.91,3667.7
290.15,6.33,5813.0
468.21,19.52,89201.12
619.77,5.14,8187.04
411.78,9.12,17124.78
428.06,0.6,77.05
330.95,7.94,10432.14
564.67,11.43,36885.63
850.72,19.06,154526.31
202.33,10.33,10795.21
934.5,16.38,125365.23
689.4,10.94,41254.94
823.45,0.82,276.84
556.63,6.3,11046.32
779.74,11.51,51650.02
17.18,19.01,3104.26
818.56,17.18,120799.97
41.1,4.57,429.18
890.02,4.4,8615.39
991.97,4.02,8015.32
294.77,18.45,50170.22
211.11,17.05,30685.1
765.6,15.5,91967.7
253.77,7.85,7818.97
865.7,10.09,44067.64
103.74,9.29,4476.59
126.83,5.07,1630.08
979.17,10.1,49942.57
674.17,0.61,125.43
847.04,2.64,2951.76
325.01,17.73,51083.92
676.81,15.03,76445.99
594.65,8.46,21280.03
603.55,10.34,32264.46
682.85,7.4,18696.43
575.78,14.82,63229.97
429.63,15.68,52814.93
276.65,15.27,32253.64
768.81,14.45,80264.73
227.05,4.09,1899.06
692.66,6.76,15826.45
234.1,9.4,10342.54
625.7,6.62,13710.46
747.33,15.1,85199.36
219.5,6.59,4766.23
60.88,2.76,231.88
131.84,7.98,4197.81
606.39,19.6,116475.39
849.6,4.52,8678.83
45.95,12.24,3442.06
734.42,8.66,27539.13
341.98,1.42,344.78
479.05,9.76,22816.58
928.93,14.04,91556.08
332.64,10.26,17508.11
465.87,17.44,70848.02
14.67,5.78,245.05
82.52,1.72,122.06
259.33,18.73,45488.15
28.82,7.56,823.58
631.74,11.53,41992.04
426.97,15.84,53564.58
548.6,6.49,11553.54
175.47,14.32,17991.15
296.64,2.71,1089.28
664.16,5.83,11287.03
965.34,2.89,4031.31
51.37,16.22,6757.43
890.49,4.45,8816.96
577.3,14.35,59439.53
564.36,18.87,100477.78
500.78,10.56,27921.89
70.32,10.8,4101.06
90.79,9.22,3858.96
601.31,6.52,12780.96
341.62,9.51,15448.07
917.35,12.06,66711.34
407.18,19.72,79171.75
144.14,18.76,25364.14
715.0,17.24,106255.29
294.06,17.78,46480.36
525.94,9.36,23038.7
698.13,13.15,60361.19
900.36,17.9,144242.17
792.4,7.86,24477.08
676.68,19.24,125245.89
679.95,8.32,23533.89
945.98,12.02,68337.78
296.53,14.2,29896.15
2.11,19.01,381.26
272.68,4.89,3260.18
218.67,14.92,24338.67
662.17,10.42,35948.02
634.08,5.37,9142.45
593.87,15.53,71615.05
17.23,11.04,1050.01
729.05,13.22,63707.45
324.21,6.46,6764.9
665.39,9.63,30853.1
557.02,12.35,42479.04
343.39,8.1,11264.91
135.44,3.97,1067.33
95.32,19.23,17624.33
831.69,10.23,43519.39
918.48,14.68,98967.32
650.14,8.22,21964.46
104.33,7.1,2629.64
402.63,8.14,13339.05
729.21,8.18,24396.6
780.04,10.88,46168.38
119.1,10.87,7036.24
1.03,9.94,50.88
712.42,2.7,2596.77
357.24,9.92,17577.35
255.23,3.38,1457.92
13.88,2.52,44.07
540.76,18.65,94044.25
851.3,12.1,62319.42
957.67,13.19,83305.85
566.18,8.04,18299.39
514.95,18.18,85098.68
85.97,12.76,6998.71
549.32,15.38,64969.28
380.6,7.37,10336.51
607.53,19.2,111979.93
389.34,16.41,52422.31
241.06,17.08,35161.78
95.87,3.44,567.24
315.6,5.42,4635.6
97.55,5.71,1590.26
177.72,5.42,2610.39
987.35,17.11,144524.39
444.66,0.64,91.07
532.34,1.52,614.96
873.74,5.48,13119.38
995.57,4.0,7964.56
583.13,4.64,6277.28
812.66,15.96,103501.03
327.61,11.26,20768.44
306.44,0.12,2.21
403.3,8.59,14879.37
672.83,8.16,22400.39
682.51,2.28,1773.98
315.92,13.52,28873.57
134.08,14.04,13215.03
632.76,14.42,65786.92
129.2,14.57,13713.6
578.91,0.0,0.0
693.73,19.08,126274.95
700.91,16.28,92884.03
753.72,18.08,123190.41
872.99,0.31,41.95
500.46,18.68,87315.86
730.52,16.2,95858.83
619.55,16.74,86807.5
187.45,1.87,327.75
26.66,14.78,2911.92
285.26,19.2,52579.12
443.59,13.57,40842.42
617.49,11.41,40194.92
850.11,18.91,151994.61
197.05,8.86,7734.17
126.42,11.99,9087.08
963.52,9.53,43753.88
108.94,18.66,18966.21
479.01,1.52,553.35
585.98,10.02,29416.31
541.83,13.74,51145.39
86.95,15.84,10908.12
57.97,11.66,3940.67
106.38,18.18,17579.95
586.0,18.84,103999.06
544.8,1.29,453.3
234.51,8.05,7598.42
638.14,0.47,70.48
820.25,6.59,17810.95
42.54,10.74,2453.44
498.63,18.22,82764.7
689.62,16.93,98831.13
253.06,2.55,822.76
308.46,1.86,533.57
614.02,11.79,42675.65
898.04,10.64,50833.37
810.11,5.33,11507.17
583.55,17.99,94430.09
730.49,18.55,125681.72
365.46,8.05,11841.36
641.32,17.81,101712.1
466.72,7.68,13764.13
190.75,14.74,20721.9
702.04,9.52,31813.08
556.91,2.45,1671.43
359.26,18.56,61877.79
911.43,9.08,37572.06
21.91,14.69,2364.05
316.46,7.34,8524.74
57.82,0.38,4.17
766.76,2.01,1548.89
702.41,9.92,34560.82
332.02,13.8,31614.94
675.99,6.69,15127.34
396.54,13.91,38362.89
756.5,13.97,73819.61
454.73,14.08,45074.29
412.87,9.85,20028.84
934.8,18.3,156527.59
251.63,9.78,12034.0
121.33,9.01,4924.79
584.96,3.99,4656.31
969.35,6.15,18331.62
378.46,0.85,136.72
62.97,12.67,5054.25
339.97,4.97,4198.78
506.43,6.08,9360.45
162.76,15.42,19350.24
658.44,6.54,14081.27
997.75,4.84,11686.45
452.29,3.38,2583.57
355.37,15.5,42688.82
401.3,2.59,1345.98
116.03,9.08,4783.13
883.39,10.14,45414.9
415.41,13.75,39269.23
387.89,12.67,31133.78
660.03,16.21,86716.09
442.59,0.9,179.25
648.59,5.93,11403.8
62.38,5.6,978.12
813.91,2.92,3469.86
940.56,5.78,15711.3
649.12,6.2,12476.09
954.61,10.44,52023.19
152.28,13.27,13407.71
477.94,7.62,13875.65
602.2,14.39,62349.41
582.15,6.72,13144.48
402.06,5.81,6785.99
338.75,10.82,19829.14
127.7,0.47,14.1
392.35,1.6,502.21
163.5,8.36,5713.47
734.63,18.86,130653.8
209.62,14.43,21824.05
59.51,1.76,92.17
552.81,16.93,79224.56
595.63,14.65,63917.8
872.04,12.22,65110.17
577.4,16.41,77743.47
346.14,8.08,11299.12
803.21,4.43,7881.46
540.74,10.24,28350.35
80.2,10.98,4834.47
566.28,10.77,32842.23
908.11,11.3,57978.28
396.92,18.97,71417.99
297.03,18.04,48332.96
144.33,17.51,22125.8
152.29,16.03,19566.29
433.34,18.87,77151.18
596.08,1.97,1156.66
81.53,5.3,1145.09
939.63,9.9,46046.57
755.38,16.93,108255.36
587.04,10.1,29941.98
828.61,14.96,92722.12
81.11,2.78,313.43
477.36,5.05,6086.94
630.46,14.64,67563.12
828.82,3.29,4485.62
783.69,7.03,19365.33
277.79,5.3,3901.56
940.94,7.0,23053.03
125.22,14.17,12571.39
875.26,7.36,23706.24
970.97,11.11,59924.43
177.98,2.0,355.96
722.34,16.1,93618.88
41.25,7.4,1129.43
406.02,12.97,34150.52
516.77,14.51,54400.4
581.06,4.19,5100.57
936.0,17.69,146454.09
672.58,12.32,51042.9
481.8,8.57,17692.88
809.87,3.65,5394.75
950.58,18.85,168881.23
23.04,15.1,2626.68
982.54,4.16,8501.72
87.05,6.75,1983.11
814.57,16.19,106755.96
281.05,13.91,27189.92
133.05,15.32,15613.58
440.42,8.82,17130.66
644.31,14.33,66154.17
381.57,7.73,11399.96
55.51,4.23,496.62
599.86,12.65,47995.55
902.5,19.52,171939.97
383.83,6.21,7401.03
217.12,9.22,9228.51
443.13,13.48,40260.66
